text,label,notes
"I'm a little over decade older than you but I've been around this business a long time.

Web development has always had young, inexperienced people going into the business.  Things have always been changing really little care for methodology.

Things are getting better, not worse.  The amount of elitism this post drips with is semi-infuriating.

I come from nothing.  A poor kid with a good brain who was lucky enough to school with the financial elite because of that brain.  Shitty, single-parent; handmedown clothes and shit Christmases.  I had to fight my ass off and struggle to even get this career.  I couldn't afford to stay in college and I didn't have the right attitude to keep my grades up for scholarships.  I worked a decade-plus of shitty, low-paying jobs.  I've been working fulltime almost nonstop since I was 14.  I had to pay for my own senior year of a high school I didn't want to be at.  While I've almost always had a career in tech, I started my development career at 30.

I have a very blue-collar mentality.  I dress badly.  I swear a lot.  I am from the lower social classes and I'm proud of where I come from and what I've done.  My work differentiates me from my peers.  I make great architectural decisions and I get things done.  I'm your peer because of what I can do, not because of my class.

What have you done to get where you are today?",hot_take,
"> although I’m senior level

This means way less than you think it does.

If you’ve just been working at some company that hands out senior titles like candy, it’s not worth much. If you really are senior level you need a good story to show that to people you’re interviewing with.",analysis,
"That’s suspect.  The site says that’s the average salary reported, implying many make less.

Another data point… if you can find a $15/hr full time job (minimum wage in many US markets now), that’s ~30K per year.",analysis,
"They tried for a more personal touch where I worked (rhymes with bewlett backard).  They schedeluled everyone for an hr interview but everyone staying was scheduled for 5 minutes, and everyone laid off was scheduled for 15.  Since everyone could see the calendar everyone figured it out instantly.",analysis,
"I would try to gently put them on the back foot when they offer a wage.

When you receive the offer, you should comment on the differential between expected and offered wage, even if you intend to accept. For example, you might say with a gently puzzled tone, ""this is lower than what I would ideally be earning, based on my experience and capabilities. Can you explain how you came to this number?""

You may be able to push back on them a little bit. You will be able to tell if there's room to negotiate, based on the response to you. Don't overdo it, as simply commenting on the differential and seeing how they respond is a way of gently squeezing them. If it seems the number is negotiable, ask if they can compromise with (for example) $33. The art is in doing this in a confident and friendly way, so that the position doesn't collapse.

Whatever number you set as the price you want, don't waver on it after it escapes your lips. Let them consider the number unless it's clear there will be no budging. If possible, do some research on other roles or other engineers you know in the business, so that you can justify your ask. It's not your standard of living that sets the price, it's your alternative job and their alternative hire.",hot_take,
"It's possible this is including many misclassified listings (e.g. hourly paid internships). Additionally, I've seen some listings for higher level jobs for absurdly low salaries ($19,000) which I can only imagine are typos. I wonder if the average somehow includes other regions too with very different cost of living. I wouldn't put too much stock in those average numbers. If you are looking to get an idea for the market for entry level SWE positions, it might make sense to narrow the search to known companies in your region.",analysis,
"- difficult to gauge how much they know, and how slow/fast I should in explaining stuff

Generally I think this is a difficult problem. Some people will agree and nod as if they understood everything without understanding anything, while others will ask dozens of questions when they already understand 99% of what you're trying to explain but just wanted to clarify details. I think the best way to gauge how this is with different people is to explain a problem or task, see how they react and how many questions they ask, then set them on the task and see how they solve it. That gives you a reference for if they agree to everything and solve the task quickly and easily they understood, or if they struggled it gives you an opportunity to talk about them asking questions and saying something if they weren't clear. You can use this to calibrate from there.

Additionally, I've found that people can be more forthcoming with talking about problems they're facing in a role in a more social setting. Going to lunch if in office or in some unstructured chat if remote.

- distraction (I am excited to mentor, hence my brain keep coming back to that (providing resources, reviewing their work, etc.) while I am supposed to do my work)

I think this is human nature to have your mind on the most interesting problem you're facing, which in this case to you at the current time is your mentee. It's something you just have to overcome to focus on your current task. If you have a team try to spread the reviewing across the team, this is helpful to the person as somebody else on the team may learn the same way they do and be able to explain something in a way that makes more sense to them and that's okay, as a mentor understanding that people need more feedback from different sources and providing a way for them to get that both frees yourself up and helps them.

- how detailed/nitpicking should I be in reviewing, how to explain the right concept at the right time

I generally think that nitpicking should be avoided in all reviews, point out things that are wrong for clear reasons and keep to your same review process you use for the rest of the team. Wrong could be opinionated if it doesn't fit the working style of the team. Explain concepts when they ask how something works, or if they have done something that is wrong.",hot_take,
"> Previously, my LinkedIn profile used to be flooded with job offers, but now it’s nearly silent

Can confirm. I nowadays receive mostly messages from people who are looking for a job and curious if our team is hiring. Though it is mostly entry-level candidates (fresh grads, people who have completed bootcamps, etc.), which probably tells something about the job market.

HRs occasionally reach out to me but only to try to sell devs. So it looks like nobody's hiring and everyone is desperately looking for a job. Or maybe it's just LinkedIn is dead and people use other channels to find opportunities.",analysis,
"A lot of the trouble in interview processes is communication or an overflow of work that causes seemingly ""closed"" interviews to fall off people's priority lists.

For you, specifically, I'd recommend preferring the future regret of having contacted the head of hr later than is advisable than the regret of never knowing. After all, the worst thing that could happen is they say no, whereas all slightly less bad consequences are pretty rad.",hot_take,
"I've always found those unsexy backwater jobs to be much harder to bag than the usual big tech cos.

- They tend to work with recruiters who don't specialize in tech and end up rejecting resumes for superfluous reasons like not having ""experience with JSON"". These recruiters are also vulnerable to dishonest/targeted resumes and skip over people with relevant experience in alternative technologies.

- They only hire one or two people at a time. A big tech org could be picking up 5-10 people every week through the same JD.

- Nepotism runs rampant here because there isn't a standard org-wide interview process involving multiple people. Often the whole thing is CYA theatre when the HM already knows who they want to hire, or they need to immigrate a neighbor or relative.",analysis,
"Companies seem to be hiring and focusing on the short term, that is focused expertise that can hit the ground running, on a hard problem, right away. Certain fields seem to be more in demand than others (ML, infra, etc) - but to me the main pattern is companies caring more about short term gains than long term growth potential.

So I think it sucks to be relatively junior right now.

To me its sad as I think how well you onboard other team members is one huge differentiator in your dev culture, and points at a healthy team that can readily share knowledge. How its setup now may work for short term problems, but also creates a lot of ""bus factors"" where crucial functionality depends on 1-2 skilled people.

I also see a bit of getting rid of middle management / product management type layers lately. A sense of wanting to streamline / eliminate alleged ""bureaucracy""",hot_take,
They probably have a culture of deception at this place and the risk is that they will continue to lie and mislead you.,hot_take,
"To me it seems like you've hit a point in your career where you need to learn some new skills. That doesn't mean your old skills are now worthless, it means you need to learn some new ones to go with them.

I'm younger than you (25), but I already flip-flop between higher paid jobs that use the skills I already have, and slightly less well paid ones that give me the opportunity to learn new skills. I figure that's just the price of staying competitive in the job market.

I come from more of a dev background, and I've looked into learning devops stuff. I think you'll find that your more traditional ops background transfers quite well to the new cloud environments. There's definitely a whole load of stuff around networking and stuff like that that I have no clue about.

I suspect if you put a bit of effort (a month or two even) into learning the new shiny AWS/kubernetes/whatever stuff, then you'll suddenly go from someone who sounds like they don't know anything (because you don't know the acronyms, etc), to a someone who can impress everyone because their knowledge of the new shiny stuff is backed by years of experience in a similar domain that most people don't have.",hot_take,
"The only data cited is the increase in YCombinator applications. But they only have data for the last year, because YCombinator didn't publish how many applications they received in previous years.

(Also, if you're looking for it: archive.is slash WE4WH)",analysis,
"I have recently been accepted to www.launchacademy.co, which is a full stack/Rails developer ""bootcamp"" in Boston, and I am also interested in this data. Entry level Rails devs get paid differently, regionally. That being said, I know 30 of us have put our life on hold to do this school. I am sure you made the right decision.

EDIT: Quora has a lot of data about this. I am told that junior Rails developers in Boston can expect to make between 70-90k salary starting out. SF and NYC is higher.",analysis,
"Courtesy is courtesy no matter what field you're in. I've always sent a thank you note no matter what. They took time out of their schedule for me, it's the least I could do.

Here's two tips to help you:

    1) You can never be too courteous.

    2) There is nothing wrong with being the best dressed in the room.

(Note: I've never worn a suit to an interview, but still always try to dress nicely even if I know the company is a shorts/sandals/t-shirt kind of place. In those instances a nice pair of jeans and an ironed shirt usually work.)",hot_take,
"A lot of good answers below already so I won't state the same things again. I do want give a different insight though.
9 out of 10 times, HR is waiting for an answer from the Hiring Manager/ interviewing team/ department head/ etc. Just because HR (or; recruitment) is your main contact point (or; messenger), this doesn't mean they are the cause of the delay.

(there is no excuse for not communicating that there is a delay,  or nor answering your call of course).

In your case; contact a different person from HR/recruitmment or the interviewers, just to make sure your contact person isn't on holiday/sick leave/ fired/whatever. I'm afraid that's the only thing you can do. If your contact person is still working there but not responding, odds are high you didn't get the job. (still push for receiving feedback though).",analysis,
"I don;t think it is about the standard. It looks like they only want someone who has already worked with messaging servers. If you have not worked on that before, then you have nothing to worry. Sometimes it happens that what a company/group wants is not what you have to offer, even if you are a good programmer. With all the media hype regarding these unicorns, you feel let down. Shrug it off and move on to other companies.

Java is just to make their own life easier, because they readily know the Java solution.",hot_take,
If you're getting offered 40k in Manchester the same price range in London is 50-55k. 40k is the high end for Manchester so you should be looking at the high end for London. Unless you're doing Magento.,analysis,
"I have spoken with owners and business leaders who used the covid crisis and other events to do a 'no fault' layoff - they cut their low performers regardless of whether they financially speaking had to. They felt that doing layoffs in this way was less likely to impact overall morale.

The other thing to think about is that firms also have to signal to their investors. If all my competitors are laying off, but I don't, it might signal that I'm not carefully managing my investor's dollars. Investors might then punish the stock.

Me personally, I've been trying to get managers to be more thoughtful about who they want on their teams, being more careful in the hiring process, coaching those who aren't up to snuff, and letting go of people who are underperforming. Doing that on a regular basis instead of playing layoff games seems to make for a stronger culture overall.",analysis,
"As others have said, call HR or the hiring manager and ask. Mostly likely there is no job but it won't hurt to ask.

Big company's HR departments seem to drop the ball a lot. Here is the thing though: You Won't Be Working For HR.

Would you recommend against the college you went to because of the admissions departments poor performance?

Would you turn down a 2nd date because the restaurant you met at had poor service?

[start rant]
People (in general) need to decouple the interview process from the act of working at the company. The interview process is broken. It doesn't mean the company is. Sure they ask stupid or even insulting questions. Get over it and ""study for the test"" if that is what it takes.

If your find a company you want to work at, you may have to jump through their little hoops. Remember: the interview is a 2 way street - you need to interview the company to see if you want to work there. If you don't pass their insulting ""linked list"" test you're sunk before you start.

Recognize that not every company is going to be optimized to immediately see how ""special"" you are. You may have to ""hack"" around, or work though, their broken system to get where you want to go.
[end rant]",hot_take,
"I live in Athens, Greece, work for a company that calls itself a startup (but has been around for a decade) and I make ~35k a year.

My general sentiment is that locally that's more than what most startups are paying, but at the same time most startups aren't hiring mid-senior people.

As far as regular tech companies go, it's a good but not great salary.",analysis,
"In the US, in general? I believe so, yes. For a couple of years at least. In many European countries the salaries are already much lower (than US), so perhaps not as much wiggle room there.",analysis,
This is interesting to see. Does feel like most of the companies here got a nice boost during the pandemic. As things change again they need to lose weight?,hot_take,
"You could have a kid(assuming you're in that demographic).  Then you'll be so short on time/energy that you can't possibly want to spend your evenings/weekends on moonshot coding projects.  I'm being a bit facetious of course, but ""engineers that cared nothing for the tech or the work"" can also be interpreted as ""mature engineers who have full/busy lives outside work and have learned the importance doing a solid weeks work moving the companies objectives forward and then dropping it to maintain their own mental health and avoid neglecting their families."" I was talking about this yesterday with a coworker who said basically ""Wow did my perspective on older workers who go home at 5:00 sharp change as soon as I had a kid."" So just keep in mind that many of us have a radical and involuntary shift in our relationship with work/programming right around 30yo, in case you're approaching that transition.",hot_take,
"It's hard out there. I was laid off in January, and still I don't see signs of ending this job search soon.

Context for you: I'm a mid-level Growth PM based in Europe who worked mostly in early stage B2B YC startups.

How am I doing? This is my 11th week in job search, 96 applications, 10 interviews (1 still active), and 0 offer.

My insights so far:

- there's definitively no rush from employers to close their openings, and for the first time in a job search (this is my 4th) I got 2 interviews suspended because they decided to prioritize another leadership hire before closing for the role that I was interviewing for;

- most of the mid level openings are masqueraded senior roles;

I feel so bad for people early in their career, for the first time I think I've never encountered an entry level opening... I was trying to also help my wife to get a job in tech (she is very early in her career), but currently it doesn't seem possible.

Luckily we are financially ok, which is the main thing that allowed me to stay positive, in relatively good mood, and don't feel overwhelmed with the daily rejections.",analysis,
"From the article:

> [Melissa de Witt] Do you think layoffs in tech are some indication of a tech bubble bursting or the company preparing for a recession?

> [Professor Jeffrey Pfeffer] Could there be a tech recession? Yes. Was there a bubble in valuations? Absolutely. Did Meta overhire? Probably. But is that why they are laying people off? Of course not. Meta has plenty of money. These companies are all making money. They are doing it because other companies are doing it.

This may be true, but I’m not sure how we escape this: The market has different expectations now, leadership has to be sensitive to the expectations of the market, etc.

“Making money” has a direct correlation with “risk taking”: When you have money pouring in it’s easy to allocate some to “moon shot” projects. Less money coming in and you can still make “improvements”. When money starts drying up you can only do “maintenance”.",analysis,
"A good rule of thumb (although it's difficult to summarize the salaries of all the countries in Europe) is:
Juniors up to 30K. Mediors up to 50K. Seniors up to 80K.

This is for software engineers.",analysis,
"Sick days, doctor's appointments, car repairs, waiting for the cable guy. Virtually any excuse will work.",hot_take,
"As a hiring manager, most of the time my mind is made up 30 minutes into the interview (though it's not considered polite to cut it short or notify them at that time).  However, in the very rare case of a tie, a follow up email (or handwritten letter) will definitely swing it in your favor.

Actually, despite it being the common advice, they are quite rare to receive.  So I tend to take notice and remember that person much later even if they are not selected.  I would be likely to give the person another shot if they re-applied for another position, or pass their resume along to another position where I think they'd fit better.  I'd never do that for someone who didn't follow up.",analysis,
"I feel it was worse in 2001/2002 than it is now.

Sidenote: The number of people working in software has grown immensely during these 20 odd years. (seems 5-10x larger now) The typical developer background has also changed quite a bit.",analysis,
"I graduated in 09.

* It's easier to get a job if you already have a job. It's okay to take a shitty job as long as you don't get complacent about it.

* Gaps get stressed by job seekers in advice requests because it is a question that can make you look bad. However, if you are actually at an interview, they are fishing for bad dealbreakers not minor imperfections. Don't worry to much about it.

* If you get hired via a staffing agency, you could be cut at any time arbitrarily. I once got laid off 24 hours after signing a contract renewal. Keep as good an emergency fund as you can manage.

* Unemployment benefits are not charity, it is insurance that you pay for out of your wage. Dont let pride or shame convince you not to use it.

* Network aggressively and be likeable. You never know when that linkedin connection from a shit job 3 years ago will throw you a bone. I know everybody on HN really likes their leetcode but if you have an inside reference, the interview is reduced to just a vibe check.

* There are grades of recruiters and higher grade jobs tend to be assigned to higher grade recruiters. The guys sending you irrelevant callcenter gigs on the other side of the country can be ignored as they are just playing the numbers game too, but if a recruiter advertises something decent to you the least you should do is reply with a ""not right now but thanks"". This results in a higher quality recruiter keeping you in their rolodex for later.

* Hire a professional resume writer for you. This goes not just for noobs, but also people who have been at the same gig for awhile and have not been through the hiring game recently.

* Cold applications are just a numbers game. Managers get 1000 applications for 1 seat. Yes, tune your resume/letter for the job, but don't spend too much time on it.

* If you are offboarding, just plagiarize Nixon's resignation letter if you can't write anything nice at all. In a fiery departure, your best case scenario is that nothing happens and your worst case is that somebody who likes you will no longer want to be your reference or whatever. Your first one will always feel bad, but people coming and going is just part of life and doesnt have to be a big deal.

https://www.archives.gov/historical-docs/todays-doc/?dod-dat...",analysis,
"Sadly this is going to really change our tech community. I suspect many US citizens, especially at large US companies, have no idea how many colleagues', coworkers' and friends' ability to stay in the United State ultimately rests on their being a strong demand for tech talent.

Most of our discussions around the system impact of layoffs have been in regard to changes in TC long term, but I personally think that's minor compared to potentially saying goodbye to some friends for a long time.

The issue is not just this current scramble, but if the job market in tech does shrink and continue to do so we're going to see the number of places sponsoring H1B shrink tremendously. Estimates are hard to come by accurately, but the number of H1B holders in tech is fairly large, this could be a change that quite literally changes the face of tech in the US.",hot_take,
"Just by curiosity, is there any particular reason why the math and physics teacher job does not make you happy?

In my opinion, it is a great work very valuable for the society, and that allows to pass your passion for science to children (those who are receptive). It can even be a bridge to some academic career.",reaction,
"Freelance developer from Germany here.
There is a significant drop in projects and a slowdown in permanent offerings, but no layoff wave like in the US.
Demand is still high but due to the current recession most companies delay hiring for now.

From my point of view there is also a skill-missmatch in Germany.
While firms look for the usual most modern tech stacks, workforce is often conservative, staying years or even decades at one company with outdated technology.
Hiring non-EU citizens is almost impossible because of the bureaucracy.

So, in Germany the situation is complicated and different from the US.",analysis,
"> The internal note said Amazon is making the change because of the ""pipeline"" of candidates available through student programs, but the memo nor Amazon's spokesperson clarified why the company believes campus hires are better than experienced industry candidates for entry-level positions.

> ""For the foreseeable future, we are prioritizing ready-to-place candidates through Student Programs,"" the memo said.

I think what they are saying is its easier to recruit students as there is a pipeline but it's harder to find experienced people who would accept entry level comp at Amazon so they aren't going to bother. It's not that they think they are better, just easier to get.",analysis,
"Not sure if they are still looking but Nokia had some interesting sounding jobs going in Berlin. Working with Matt Biddulph of Dopplr fame.

http://www.hackdiary.com/2010/02/10/algorithmic-recruitment-...",analysis,
"My policy is that every year I aim for a substantial pay rise. There is no set percentage that I aim for, I basically just come up with a number that I want, and start negotiating.

The day that the company claims there is no more room in the budget, and I can't see any realistic chance of progression, is the day I start looking for a new job.

Generally speaking, the easiest way to secure a decent pay-rise is to change companies. However, most companies have some kind of appraisal system in place - don't be afraid to ask for a pay-rise. Most companies expect it, and are prepared to negotiate somewhat.

In the past year, I increased my salary by 50%. Know what you're worth, work out the average for your position and skillset, and demand it.

Working for a lower salary than the industry standard is not only bad for you, it's bad for the industry as a whole.",analysis,
"Yes, no, maybe.  For people who are just doing glue code with no real understanding, yes. That market is going south.

For the high end it’s more complicated:

Comp (not salaries) took a huge upward swing because of an influx of VC money as well as a bull market.  People at FAANG type companies could leverage their unvested stock to get higher comp at new companies.  Let me explain.

Bob joins Amazon in 2016.  His initial comp was targeting 250k but by year 3 he was going to make 350k due to stock appreciation on his 4 year stock grant.

Bob has a smashing interview at Google and they know he won't take less than 350k.  So they offer 370k PER YEAR (with an initial stock grant) even though Bob wasn't going to always make that much at Amazon.

Bob works at Google for a bit, his stock goes up even MORE, bob is bored and interviews at Uber/Databricks/Snowflake who has billions in VC money and they offer him 450k (sure some is less liquid, but maybe he knows there's a secondary market).

Without a bull market and without the VC market, comp is going to be a LOT less for the top of band offers.

However, it's probably not going to be a lot lower than the bottom of band offers, because Jim who cracked google but didn't have a boatload of unvested stock and competing offers wasn't getting near as much as Bob anyway.

Finally, Software Engineer fuck ups are still very expensive for companies.  So any profitable company that can afford it is going to to to pay close to top of market because paying 2x as much for an engineer who is even 20% better is WORTH IT for them.

It's just likely top of market is down a bit.",analysis,
"As Long as I can afford,.I prefer not to appear in. Such coding interviews. I rather prefer off-line assignment with a reasonable time to solve it. I don't like solving riddles.",reaction,
"Not dated, but with zero context like that, I'd assume it was a trick question trying to see if I can come up with types of scenarios where sneakernet outperforms digital transfers.",hot_take,
"According to linkedin, Klarna seems to have >100 people titled ”talent acquisition coordinator”.",analysis,
"From my view as someone hiring at startups, I feel like I'm seeing the best flow for candidates at all positions than I've see in 20 years.",analysis,
$200k is a lot for most positions in the US. The median for a US dev is about $105k. I'm not surprised if you're not seeing positions higher than that.,analysis,
"You get paid what you negotiate for yourself.  If you agree to make less because you live somewhere other then the Bay Area then you make less.

The question is: why would you do that?

Your value to an employer is the same regardless of where you physically do the work.  Keep that in mind when negotiating, and be sure to give a little chuckle over the phone when they suggest paying you less because you live where you do.  No.  But nice try.",hot_take,
"I've been in this situation a few times and looking back at my career, I could argue I made the ""wrong"" choices, but they were definitely the ""right"" choices for me at the time. The way I think about it these days:

1. The space and how exciting it is (AI, Blockchain, etc)

2. My personal growth (learning, but also compensation & rate of career progression)

3. The people (especially who is my direct manager)

Ideally, you can get all three in a job! However, when I can't, then every single time, #3 has contributed more towards my job satisfaction than #1 and #2. However, over-indexing on #3 alone is also sub-optimal.

Even ""boring"" spaces often have hard problems and if you dig into the problems, then the work can become intellectually interesting. It may not be sexy or shiny, but you need to decide how much you want to index on that. If you are getting intellectual fulfillment in your day-to-day, better personal growth (including compensation growth), and work with & for good people, then that's a pretty good deal. Don't undervalue doubling your salary. It can provide optionality down the road to work on other things, like folks have said below.

Early in my career I worked on what is seemingly boring stuff but the internal engineering problems were surprisingly complex and therefore interesting, even though my ""resume bullet"" for that stint may appear boring to a reader. Also, the people I worked with were just the nicest and I couldn't imagine leaving that team.

I still look back on that period as the happiest time of my professional life, even though I now make many times the compensation and work on some really externally ""sexy"" stuff. Nostalgia might be playing into that, but I do remember being pretty happy on a day-to-day basis.

The counterpoint is that I did eventually leave that team and that company because my career was not moving fast enough and I would not have hit the financial goals I had for my family's wellbeing.",analysis,
"My previous company got rid of DEI stuff a couple years back, when the previous CEO left.  Only one or two people even noticed, and one had the nerve to complain on an all hands.

The CEO said 'listen, we don't have the time or money for stuff like that right now. We're not profitable.  Let's turn this ship around and we'll revisit.'

This gave me the sense that it's just seen as a frivolous expense to most companies, and pretty big respect to the CEO for admitting as much.",analysis,
"There are about 150 good computer schools in the US producing 400 employable graduates on average in the tech industry, total of 60000 engineers. 60000+ H1Bs come every year. H1B is a necessity because the need is too high. H1B is not replacing US workers.",analysis,
"Looking for a job in the US while visiting on a tourist visa is legally questionable. You're not only asking prospective employers to sponsor you for a limited number of visas that can get complicated and expensive for them to obtain, but you will probably have to leave the US while waiting to get that visa, and maybe explain to USCIS why you were job hunting while in the US on a tourist visa. At the very least you're competing for one of the limited number of H1-B (or other visas that allow working in the US) with a large number of more qualified/experienced candidates.

Sending in resumes and cover letters is not the correct way to search for a job, though it's the most common approach. With no degree and only six months of experience you are entry-level at best. Right now the demand in the US tech industry is for senior-level people. There's no shortage of entry-level US citizens/green card holders looking for first jobs.

You're not doomed, but you should realistically assess where you are in your career (the very beginning) and how that looks to companies desperate for more senior people. Add to that the complications of not having the right to work in the US and you can start to understand why your applications get ignored. The US has limits on H1-B visas, with exceptions for people who have advanced degrees or specialized skills. I can't imagine a company going to the trouble sponsoring a visa for an entry-level candidate. I know at places I've worked candidates who didn't have US work permits were ignored -- it's simply too much trouble to sponsor a visa and not worth it for entry-level/junior positions.

I'm trying to give you helpful advice but I realize I'm painting a bleak picture. Large companies like Facebook don't have a problem attracting candidates and they can sponsor visas for more experienced people (or people with degrees). Smaller and less sexy (not tech-oriented) companies do have trouble attracting candidates, but they are likely unfamiliar with and skittish about hiring a foreigner. Companies used to post ""US citizens/permanent residents only"" in their job ads but that seems less common now -- perhaps the employers (or recruiters) worry about lawsuits for ""exclusionary"" hiring practices, or they don't want to take the chance of missing a truly great candidate they might sponsor.",hot_take,
Powell is on record saying unemployment rate is too low for inflation to come down so no don't expect gov intervention.,hot_take,
"I’m disappointed in most of the responses here.  I tried to go the tech path at 38 as well and everyone hiring shares the same biases about experience in outside industry and age.  Its really a clown show once you try to get hired.  I’m amazingly unhirable as an SE, but can find good consulting work in a matter of weeks outside of this bubble.",reaction,
"1. Customer success / support is fine in combination with other skill sets that are higher value such as SWE. But I would still say that the employer history is more important. For example, I'd rather be a customer support engineer at Google than an architect at a terrible, no-name software company or one of ill repute.

2. It can widen your perspective into how to better write more maintainable / usable software but it won't help you a lick for getting through first or second round interviews with reputable software companies that drill you on algorithms and code fluency.

3. I've only ever seen customer support engineers promote up to managers in my experience. In my case, I was hired on as a team lead for a combination of support and operations and after burning out I'm starting my own gig with some lessons and insight I may not have learned otherwise. I wasn't held back so much by technical ability as much as runway saved up and finding a set of ideas I could imagine committing up to a decade of my life on. However, the loss of fluency in coding over time ironically makes it take longer for me to get out an MVP than if I had just pumped out code for years.

Be extremely careful with not very well defined positions regardless of title - they can quickly become ""do everything other people don't like to do"" jobs that burn you out with few real skills of actual business or technical value. It is truly a sacrifice for anyone with potential to do speak up and just go do some of that work, and most companies have zero capability of recognizing when that's happening both large and small. Would you feel bad giving John Carmack a job telling customers how to fix their IPC/SPX networks to play Doom or resetting keys for people that misplaced them? Because that's what these jobs can devolve into if you don't have the right support behind you and a management team that knows when someone is actually overqualified versus being slightly underpaid / good value (overqualified is a terrible value long term because they will quit fast and the churn costs you valuable time / resources).

There are very few people IMO that match the balance of empathy, technical skill level, and tolerance for terrible things. Despite great reviews and high customer satisfaction, I consider myself terrible at it.",analysis,
"Always before, but you should also factor in local taxes and cost of living yourself when evaluating an offer.",hot_take,
"I think you want to seek out companies where the main business risk is technology risk still. That would be database companies, developer tools, artificial intelligence startups, operating systems, ...

Probably drones and sensor-companies also qualify but don't really know much about that industry.

SpaceX's reusable rocket is a great example of technology risk and so is Tesla's affordable electric car.

Most startups today don't take these types of risks, SaaS is well-understood. The risks these companies take (in the eyes of investors) are in matching product features to the market and profitable go-to-market.

If you want all management to defer to engineers and their needs then you need to seek out a company where the success of those engineers will make or break the company.

That said, I think product and businesspeople are often not aware that having really solid tech yields dividends for years to come and will help them outcompete any peer as well increase the acquisition likelihood. Saas-companies should have a strong engineering culture, but unfortunately it's not a requirement to be a successful company in this category.",hot_take,
"I'm surprised no one here talked about the junior side of the market yet. It's underrepresented on HN, but I would have still expected to see something. I'll share what I subjectively gathered from this job market.

Senior devs, people with many years of experience, people who have had the chance to funnel themselves into something specialized are doing okay. It's still not as good as it once was, many still find themselves out of a job and unable to find another one without having to settle for worse conditions or a lower wage, but the squeeze isn't nearly as bad on them.

For juniors and new grads, it's a bloodbath. The best people I know are sending hundreds of tailored job applications to try and get just about anything, and it's still almost impossible. Rates of applications to interviews are probably <1% for most people. Internships still help, but it's not as much of a difference as it once was. Everyone is desperate, and people are lowering their standards as far as they'll go, but employers are still not budging.

Basically, it seems like the sides of the job market are diverging. People who are already in are usually still in. You're either doing great or living through the most hopeless and soul-crushing time of your professional life, with a small portion of outliers in either group.",analysis,
"Thoughts and random advice mixed together:

- Before you go to university/college and semi-regularly afterwards do a security/doxx/skip trace/etc. on yourself and your accounts. Even if you later do more impressive work, presenting your earliest work is going to be the only way to prove that you were working pre-18/pre college degree, and you are going to need that proof. The main thing is to make sure that there's nothing connecting to those accounts/handles/usernames that might make you unemployable or people not wanting to work with you. It's a good practice to get into because when you're 28 and handing over proofs of what you did when you were 14, you don't want to lose job offers because 14 year old you named your variables 'buttface' or said something that was acceptable in 2019 that isn't in 2035 or something.

- Consider what you want. Do you want to maximize for money? For free time? For autonomy/freedom? What types of tasks do you enjoy doing?

- Consider majoring/minoring in something completely unrelated to CS. One major benefit those of us with significant programming/tech experience pre college have is that we already have a trade/profession going into college. (I started when I was ~5-6). Keep up with your tech work, but doing coursework in areas like communications or business management or picking a rare domain to acquire knowledge in to combine with your tech skills is going to be very advantageous particularly in the middle or later parts of your career.

- Don't worry a bunch about low-balling yourself. It's really weird to try to get an idea of where you fit in the market if you're an outlier and talented young people get really mixed messages sometimes. I think the main question to ask yourself is do you want to go into smart contract or browser security work? You clearly could.",analysis,
"It makes a big difference.

I interviewed with a Y-Combinator funded startup, and having felt that the interview went really well I awaited the plan for moving forward. Days turned into weeks turned into months and eventually I resigned myself to the fact that I wasn't going to get a call. It was upsetting not only because I really wanted the job but because I spent those weeks hoping just to hear anything at all, whether it was good or bad, so I could move forward or move on.

Interestingly enough, 6 months later the position is still listed as open.",analysis,
"Although it seems like there are endless start ups with 22 year old CEOs and executive, it's still easier to do business as a C level executive if you're a bit older.

Of course it's somewhat useless to tell you just become a C level executive. But building on top of what was already suggested, I think if you start your own company, you'd have better chance of closing deals, making connections or have people trust you because of your age.

With age comes trusts and experience, and you can use that your benefit.

You may have a harder time convincing venture capitalists to invest in your company, I mean at 50 years, 80 hour work weeks and ramen noodle diets are not viable options. But if you set up a consulting shop you'd probably close contracts much quicker, expand your network much easier and succeed much faster than a typical 22 year old. It's one thing to build an app and get all kids to download it, it's another to be able to sit down with a client and understand their needs and make them trust you with their money.

Experience and trust, use it your advantage.",hot_take,
Are you talking about solely evaluating the technical ability of the candidate? Because that's only part of the equation to making the right hiring choice.,hot_take,
"Disclaimer: Probably not highly compensated by hackernews standards (ie I'm still working), but I am well above the threshold you cite. Have been doing this since ~1993, and ... I wouldn't change anything. Had a few wins along the way

You say you are a PM - have you done both greenfield (aka ""primary software construction"") and looking at how to deploy/tune a canned application (like Salesforce)? I think they are materially different skills. How deep are your personal tech skills? I tend to see the very best PM's become CEO's pretty rapidly, so that is one path.

For me the most impact came from ""rushing to the unglamourous stuff."" Documentation, testing, build and deployment pipelines, security and compliance (which are not the same thing), and then building bridges to other functions, which helped me be the 'voice of the customer,' over and over again.

As an IC, I've been a coder (initally perl, later c++, then python), network engineer (cisco bgp/load balancers - pre cloud era), data center manager, biz apps steward (jira, confluence, sfdc, hris), database admin. As a manager I've managed dev teams, SRE teams, data science teams, and product teams. Getting involved in sales engineering and direct customer support also helped a lot.

They talk about ""T"" shaped people, but if you can have depth in multiple areas and have a framework for understanding black box (ie $largeVendor [ie Oracle] is used for $UnchangeableMissionCritical application - how are you going to work with it?) stuff, then you can level up from a ""mere"" PM to an ""Agent of Organization Wide Change""",analysis,
